,site_code,Taxon,mean.drt.cover.yr1,mean.drt.cover.yr2,diff.drt.trt,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,RTD.g.cm3,SRL_m.g,rootDiam.mm,local_lifeform,local_lifespan,functional_group,precip,site.id
341,kinsella.ca,ELYMUS LANCEOLATUS,1,1,0,25.371642,NA,NA,22.74526261,1.25,0.30820288,94.78007133,0.221186667,GRASS,PERENNIAL,GRASS,406.24,37
311,jenadrt.de,ELYMUS REPENS,0.5,2.25,1.75,26.17661742,0.605442518,16.42030861,22.79877956,0.3556,0.220460629,91.89875611,0.258457785,GRASS,PERENNIAL,GRASS,596.5233333,33
125,brookdale.ca,ELYMUS REPENS,1,1,0,26.17661742,0.605442518,16.42030861,22.79877956,0.3556,0.220460629,91.89875611,0.258457785,GRASS,PERENNIAL,GRASS,474.2,8
112,biddulph.ca,ELYMUS SMITHII,0.5,0.5,0,28.0185,0.6096,17.06975875,31.74700117,0.508,NA,73.5,NA,GRAMINOID,PERENNIAL,GRASS,353.7,7
369,lygraint.no,EMPETRUM NIGRUM,2,2.5,0.5,11.54888567,0.271133333,6.06,9.729822391,0.2532,0.0857764,NA,NA,SHRUB,PERENNIAL,WOODY,2234,40
377,lygraold.no,EMPETRUM NIGRUM,4.5,8,3.5,11.54888567,0.271133333,6.06,9.729822391,0.2532,0.0857764,NA,NA,SHRUB,PERENNIAL,WOODY,2234,41
206,credom.au,ENNEAPOGON POLYPHYLLUS,1,0.5,-0.5,10.55,0.325,3.7,7.035333333,NA,0.44,NA,0.6,GRASS,PERENNIAL,GRASS,259.6,21
94,baddrt.de,EPILOBIUM ANGUSTIFOLIUM,1.05,0.2,-0.85,26.69696541,1.0483,NA,19.77553761,0.627,NA,261.095,NA,FORB,PERENNIAL,FORB,488.6,5
84,baddrt.de,EPILOBIUM TETRAGONUM,0.8,0.1,-0.7,NA,0.720833333,NA,15.9,NA,NA,NA,NA,FORB,PERENNIAL,FORB,488.6,5
230,elvadrt.ee,EQUISETUM ARVENSE,1.333333333,1,-0.333333333,20.06733732,0.344317143,NA,13.18450744,0.2262,NA,NA,NA,FORB,PERENNIAL,FORB,680,23
535,scruzm.us,ESCHSCHOLZIA CALIFORNICA,4.350330267,10,5.649669733,46.6,0.405253333,NA,27.92808564,0.254,0.015053333,527.2,0.24385,FORB,PERENNIAL,FORB,745,57
51,allmendo.ch,EUPHORBIA CYPARISSIAS,1.75,1.25,-0.5,29,0.2375,8.96,23.6,0.89,0.411,6.4,0.699,FORB,PERENNIAL,FORB,957,2
26,allmendb.ch,EUPHORBIA CYPARISSIAS,2,2,0,29,0.2375,8.96,23.6,0.89,0.411,6.4,0.699,FORB,PERENNIAL,FORB,957,1
201,credoj.au,EUPHORBIA DRUMMONDII,0.5,0.5,0,NA,0.1276,NA,12.13032804,NA,NA,NA,NA,FORB,PERENNIAL,FORB,259.6,20
141,cedarsav.us,EUTHAMIA GRAMINIFOLIA,4,3,-1,19.4891582,0.798,NA,12.04198841,NA,NA,NA,NA,FORB,PERENNIAL,FORB,682,11
102,bfl.us,EVOLVULUS SERICEUS,1.333333333,1.5,0.166666667,NA,0.165186473,NA,13.12723643,NA,NA,NA,NA,FORB,PERENNIAL,FORB,860.5334792,6
358,kranz.de,FAGUS SYLVATICA,50,50,0,21.57683121,NA,3.73333,18.54393462,0.91875,0.565265667,28.44544129,0.524726557,TREE,PERENNIAL,WOODY,791.3,39
304,jenadrt.de,FALCARIA VULGARIS,2.25,4.5,2.25,NA,1.2613,NA,13.0375,1.8,0.147,216.667,1.15043,FORB,PERENNIAL,FORB,596.5233333,33
170,chilcasdrt.ar,FESTUCA ARUNDINACEA,66.66666667,74,7.33333333,26.75,0.922297147,9.306666667,16.0977261,1.415,0.208261132,167.503371,0.383552278,GRASS,PERENNIAL,GRASS,950,16
398,marcdrt.ar,FESTUCA ARUNDINACEA,71.25,70,-1.25,26.75,0.922297147,9.306666667,16.0977261,1.415,0.208261132,167.503371,0.383552278,GRASS,PERENNIAL,GRASS,927.9,42
514,sclaudio.ar,FESTUCA ARUNDINACEA,78.75,70,-8.75,26.75,0.922297147,9.306666667,16.0977261,1.415,0.208261132,167.503371,0.383552278,GRASS,PERENNIAL,GRASS,950,54
474,passogavia.it,FESTUCA HALLERI,2,2,0,13,NA,NA,9.9,0.101,NA,NA,0.31,GRASS,PERENNIAL,GRASS,1281,51
450,oreaa.us,FESTUCA IDAHOENSIS,9.1,6.3,-2.8,10.3118547,0.6096,NA,42.75,0.3556,NA,NA,NA,GRASS,PERENNIAL,GRASS,497,48
458,oreac.us,FESTUCA IDAHOENSIS,13.75,7,-6.75,10.3118547,0.6096,NA,42.75,0.3556,NA,NA,NA,GRASS,PERENNIAL,GRASS,497,49
179,cmss.us,FESTUCA IDAHOENSIS,25,18.33333333,-6.666666667,10.3118547,0.6096,NA,42.75,0.3556,NA,NA,NA,GRASS,PERENNIAL,GRASS,690,18
32,allmendb.ch,FESTUCA OVINA,0.833333333,1.166666667,0.333333334,16.78631631,0.414347827,7.790299962,16.83674211,0.254,0.18,180.6632143,0.02,GRASS,PERENNIAL,GRASS,957,1
53,allmendo.ch,FESTUCA OVINA,7.083333333,6.666666667,-0.416666666,16.78631631,0.414347827,7.790299962,16.83674211,0.254,0.18,180.6632143,0.02,GRASS,PERENNIAL,GRASS,957,2
244,elvadrt.ee,FESTUCA PRATENSIS,7.333333333,5.666666667,-1.666666666,22.6929621,0.4,9.037334647,21.47,0.233,0.091553497,289.7039134,0.217565197,GRASS,PERENNIAL,GRASS,680,23
242,elvadrt.ee,FESTUCA RUBRA,3,4.333333333,1.333333333,19.05492673,0.452958333,7.08,20.02617821,0.3048,0.233235525,348.147287,0.12,GRASS,PERENNIAL,GRASS,680,23
497,pineta.es,FESTUCA RUBRA,8,0.5,-7.5,19.05492673,0.452958333,7.08,20.02617821,0.3048,0.233235525,348.147287,0.12,GRASS,PERENNIAL,GRASS,1356.602,52
502,rhijn.nl,FESTUCA RUBRA,25,16.66666667,-8.333333333,19.05492673,0.452958333,7.08,20.02617821,0.3048,0.233235525,348.147287,0.12,GRASS,PERENNIAL,GRASS,796.92,53
499,pineta.es,FRAGARIA VESCA,9.25,4.5,-4.75,16.48863464,0.136111111,NA,24.4032544,0.267,0.351086957,312.2441806,0.1112,FORB,PERENNIAL,FORB,1356.602,52
228,elvadrt.ee,FRAGARIA VESCA,12.33333333,10.33333333,-1.999999997,16.48863464,0.136111111,NA,24.4032544,0.267,0.351086957,312.2441806,0.1112,FORB,PERENNIAL,FORB,680,23
310,jenadrt.de,FRAGARIA VIRIDIS,0.5,0.5,0,28.3614838,NA,NA,17.04997,0.32,0.2599583,215,1.136,FORB,PERENNIAL,FORB,596.5233333,33
76,ayora.es,FUMANA ERICIFOLIA,1.666666667,3,1.333333333,10.02,0.2,NA,4.558011959,0.49,NA,NA,NA,SUBSHRUB,PERENNIAL,WOODY,381.3,4
103,bfl.us,GALACTIA MARGINALIS,7,5,-2,NA,0.177117117,NA,6.500004464,NA,NA,NA,NA,FORB,PERENNIAL,LEGUME,860.5334792,6
327,kernb.ca,GALIUM BOREALE,0.5,2,1.5,18.80683333,0.37,10,22.71017578,0.1524,0.315984509,172.8382766,0.1779,FORB,PERENNIAL,FORB,353.7,35
128,brookdale.ca,GALIUM BOREALE,1.333333333,1.05,-0.283333333,18.80683333,0.37,10,22.71017578,0.1524,0.315984509,172.8382766,0.1779,FORB,PERENNIAL,FORB,474.2,8
329,kernnu.ca,GALIUM BOREALE,8,6,-2,18.80683333,0.37,10,22.71017578,0.1524,0.315984509,172.8382766,0.1779,FORB,PERENNIAL,FORB,353.7,36
78,ayora.es,GALIUM LUCIDUM,2.5,3,0.5,26,0.375,NA,40.8,0.67,NA,NA,NA,VINE,PERENNIAL,FORB,381.3,4
36,allmendo.ch,GALIUM VERUM,0.875,0.875,0,21.6094737,0.516038889,11.75956766,17.72121934,0.7266667,0.140178711,402.3842917,0.122981034,FORB,PERENNIAL,FORB,957,2
253,esw.ca,GEUM CANADENSE,1,1,0,NA,12.3,NA,20.2434208,0.1016,NA,NA,NA,FORB,PERENNIAL,FORB,1011.5,24
15,allmendb.ch,GLOBULARIA VULGARIS,0.375,0.5,0.125,NA,0.2,NA,6.892,0.47,NA,NA,NA,FORB,PERENNIAL,FORB,957,1
49,allmendo.ch,GLOBULARIA VULGARIS,1.333333333,1.75,0.416666667,NA,0.2,NA,6.892,0.47,NA,NA,NA,FORB,PERENNIAL,FORB,957,2
473,passogavia.it,GNAPHALIUM SUPINUM,0.075,0.05,-0.025,22.46381487,NA,28.1,27.00300375,NA,NA,307.39,0.29,FORB,PERENNIAL,FORB,1281,51
158,cerrillos.ar,GOUINIA PARAGUAYENSIS,7.5,13.75,6.25,23.1,0.47,NA,19.71,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,390,13
273,falls.au,GREVILLEA AUSTRALIS,1,0.5,-0.5,NA,2,NA,4.896896,NA,NA,NA,NA,SHRUB,PERENNIAL,WOODY,2366,27
35,allmendo.ch,GYPSOPHILA REPENS,0.5,0.25,-0.25,12.7,0.14,NA,15.67666667,NA,NA,NA,NA,FORB,PERENNIAL,FORB,957,2
74,ayora.es,HELIANTHEMUM CINEREUM,3,5,2,13.24715,0.053,NA,6.31,NA,NA,NA,NA,SUBSHRUB,PERENNIAL,WOODY,381.3,4
61,allmendo.ch,HELIANTHEMUM NUMMULARIUM var. GRANDIFLORUM,5.416666667,5.833333333,0.416666666,17.1,NA,6.27,14.70769,1.63,0.1910333,180,1.555,SHRUB,PERENNIAL,WOODY,957,2
13,allmendb.ch,HELIANTHEMUM NUMMULARIUM var. GRANDIFLORUM,10.83333333,7.916666667,-2.916666663,17.1,NA,6.27,14.70769,1.63,0.1910333,180,1.555,SHRUB,PERENNIAL,WOODY,957,1
48,allmendo.ch,HELICTOTRICHON PRATENSE,3.75,3.583333333,-0.166666667,16.4,0.816666667,NA,14.06030769,0.79,0.669747899,85.98480816,0.1543,GRASS,PERENNIAL,GRASS,957,2
5,allmendb.ch,HELICTOTRICHON PRATENSE,4.25,4.416666667,0.166666667,16.4,0.816666667,NA,14.06030769,0.79,0.669747899,85.98480816,0.1543,GRASS,PERENNIAL,GRASS,957,1
246,elvadrt.ee,HELICTOTRICHON PUBESCENS,1.5,1,-0.5,24.3,0.680625,7.892636683,18.69463141,0.3,0.090296815,62.86954053,0.161264502,GRASS,PERENNIAL,GRASS,680,23
477,passogavia.it,HELICTOTRICHON VERSICOLOR,2.5,3,0.5,18.88884001,0.14,6.081157261,11.48996431,NA,NA,77.65999999,NA,GRASS,PERENNIAL,GRASS,1281,51
123,brookdale.ca,HELIOPSIS HELIANTHOIDES,2,1,-1,NA,1.2745,NA,19.34129566,NA,0.155412644,61.30678286,0.38123125,FORB,PERENNIAL,FORB,474.2,8
410,mattheis.ca,HESPEROSTIPA COMATA,21,16.6,-4.4,12.21666667,0.224,6.55,5.904809091,1.353302,0.3762,35.19975,0.38,GRASS,PERENNIAL,GRASS,329.11,44
98,bfl.us,HETEROPOGON CONTORTUS,8.5,21,12.5,11.22375,0.21336,4.15,9.881422925,0.254,0.371,16.75282186,0.25,GRASS,PERENNIAL,GRASS,860.5334792,6
65,antelope.us,HILARIA JAMESII,1.975,0.633333333,-1.341666667,21.68723958,0.6096,7.6,13.95707872,0.3048,NA,140.9228,0.056,GRAMINOID,PERENNIAL,GRASS,215,3
34,allmendo.ch,HIPPOCREPIS COMOSA,2.833333333,2.583333333,-0.25,29,0.231666667,NA,15.26545455,1.003333,NA,NA,NA,FORB,PERENNIAL,LEGUME,957,2
12,allmendb.ch,HIPPOCREPIS COMOSA,10.41666667,10,-0.41666667,29,0.231666667,NA,15.26545455,1.003333,NA,NA,NA,FORB,PERENNIAL,LEGUME,957,1
505,rhijn.nl,HOLCUS LANATUS,6.666666667,13.33333333,6.666666666,24.56210683,0.554013615,9.716666667,33.50183772,0.1016,0.210999112,311.996707,0.116666667,GRASS,PERENNIAL,GRASS,796.92,53
516,scruzh.us,HOLCUS LANATUS,14.5281933,2,-12.5281933,24.56210683,0.554013615,9.716666667,33.50183772,0.1016,0.210999112,311.996707,0.116666667,GRASS,PERENNIAL,GRASS,745,55
395,marcdrt.ar,HYDROCOTYLE BONARIENSIS,2.333333333,2.75,0.416666667,NA,NA,NA,27.35005333,NA,NA,NA,NA,FORB,PERENNIAL,FORB,927.9,42
271,falls.au,HYPOCHAERIS RADICATA,0.833333333,0.833333333,3.33E-10,17.75,0.3505,5.956457605,28.74506187,0.5475,0.14089564,151.7703194,0.261638779,FORB,PERENNIAL,FORB,2366,27
89,baddrt.de,HYPOCHAERIS RADICATA,1,1,0,17.75,0.3505,5.956457605,28.74506187,0.5475,0.14089564,151.7703194,0.261638779,FORB,PERENNIAL,FORB,488.6,5
546,spvdrt.ar,HYPOCHAERIS RADICATA,3,2.666666667,-0.333333333,17.75,0.3505,5.956457605,28.74506187,0.5475,0.14089564,151.7703194,0.261638779,FORB,PERENNIAL,FORB,220.6,59
10,allmendb.ch,KNAUTIA ARVENSIS,1.5,1.5,0,24.60384722,0.559111111,10.58839097,18.38055602,0.155,0.2315,150.6768113,0.417,FORB,PERENNIAL,FORB,957,1
105,biddulph.ca,KOELERIA MACRANTHA,1,3,2,14.632,0.117368421,8.54,10.603875,0.508,0.43423927,61.632225,0.231432767,GRAMINOID,PERENNIAL,GRASS,353.7,7
408,matador.ca,KOELERIA MACRANTHA,2.5,1,-1.5,14.632,0.117368421,8.54,10.603875,0.508,0.43423927,61.632225,0.231432767,GRAMINOID,PERENNIAL,GRASS,358.4,43
286,hard.us,KOELERIA MACRANTHA,5.5,14,8.5,14.632,0.117368421,8.54,10.603875,0.508,0.43423927,61.632225,0.231432767,GRAMINOID,PERENNIAL,GRASS,462,30
350,konzadrt.us,KOELERIA MACRANTHA,8.6,4.2,-4.4,14.632,0.117368421,8.54,10.603875,0.508,0.43423927,61.632225,0.231432767,GRAMINOID,PERENNIAL,GRASS,830,38
411,mattheis.ca,KOELERIA MACRANTHA,10,8.4,-1.6,14.632,0.117368421,8.54,10.603875,0.508,0.43423927,61.632225,0.231432767,GRAMINOID,PERENNIAL,GRASS,329.11,44
146,cedartrait.us,KOELERIA MICRATHERA,4,1.5,-2.5,NA,NA,NA,14.02,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,682,12
406,matador.ca,KRASCHENINNIKOVIA LANATA,21,14.5,-6.5,26.25,0.4572,NA,11.20220464,0.3048,NA,124.72,0.7078,FORB,PERENNIAL,WOODY,358.4,43
317,kernb.ca,LACTUCA TATARICA,1.25,2,0.75,22.6,0.625,NA,18.07666667,2.4,0.213227444,77.19169246,NA,FORB,PERENNIAL,FORB,353.7,35
159,cerrillos.ar,LARREA DIVARICATA,19.50333333,37.19,17.68666667,22.9,1.67,NA,5.881206897,NA,NA,NA,NA,SHRUB,PERENNIAL,WOODY,390,13
224,elvadrt.ee,LATHYRUS PRATENSIS,5,3,-2,39.68831026,0.475733333,25.11541,24.99129113,1.18,0.141833333,63.29727228,0.4965,LEGUME,PERENNIAL,LEGUME,680,23
134,cedarsav.us,LATHYRUS VENOSUS,4.5,2.333333333,-2.166666667,30.13845455,0.3533,NA,18.46365493,NA,0.194444444,46.82957143,0.3725,LEGUME,PERENNIAL,LEGUME,682,11
168,chilcasdrt.ar,LEERSIA HEXANDRA,0.625,0.625,0,17.321052,1.5,NA,26,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,950,16
241,elvadrt.ee,LEONTODON HISPIDUS,4,2,-2,23.92644618,0.371,11.53789754,27.0408515,0.3,0.134462153,204.9072943,0.273284146,FORB,PERENNIAL,FORB,680,23
152,cedartrait.us,LESPEDEZA CAPITATA,2.75,2.25,-0.5,19.09948702,0.842,31.172408,12.45020289,0.4572,0.228401178,79.00332954,0.333275,FORB,PERENNIAL,LEGUME,682,12
479,passogavia.it,LEUCANTHEMOPSIS ALPINA,0.46,0.47,0.01,26,0.035,NA,15.775,0.126,NA,NA,0.83,FORB,PERENNIAL,FORB,1281,51
503,rhijn.nl,LEUCANTHEMUM VULGARE,1,3,2,30.26796208,0.53192,9.640667198,17.80983272,0.2032,0.178238532,205.5962002,0.23427,FORB,PERENNIAL,FORB,796.92,53
28,allmendb.ch,LEUCANTHEMUM VULGARE,1.5,1.5,0,30.26796208,0.53192,9.640667198,17.80983272,0.2032,0.178238532,205.5962002,0.23427,FORB,PERENNIAL,FORB,957,1
149,cedartrait.us,LIATRIS ASPERA,11.8,6.25,-5.55,12.33641253,0.68,20.498833,17.00092904,NA,0.135313282,193.6403191,0.335858333,FORB,PERENNIAL,FORB,682,12
110,biddulph.ca,LIATRIS PUNCTATA,1,1,0,16.817,0.6096,NA,9.8333502,0.3556,0.16753096,118.8077502,0.3044,FORB,PERENNIAL,FORB,353.7,7
100,bfl.us,LIATRIS PUNCTATA,11.5,11,-0.5,16.817,0.6096,NA,9.8333502,0.3556,0.16753096,118.8077502,0.3044,FORB,PERENNIAL,FORB,860.5334792,6
435,oklah.us,LIATRIS SQUARROSA,1.75,3,1.25,22.06384,0.4548,NA,16.33650548,0.67,NA,NA,NA,FORB,PERENNIAL,FORB,880,47
481,passogavia.it,LIGUSTICUM MUTELLINA,46,45,-1,21.8,0.28,NA,24.9616,0.68,NA,NA,NA,FORB,PERENNIAL,FORB,1281,51
212,ebro.es,LINUM SUFFRUTICOSUM,2.0322225,1.445426889,-0.586795611,19.9,0.4,NA,13.83721065,NA,NA,NA,NA,SUBSHRUB,PERENNIAL,WOODY,385,22
414,mattheis.ca,LITHOSPERMUM INCISUM,10,11,1,26.9,0.2176,NA,12.77,3.03,NA,NA,NA,FORB,PERENNIAL,FORB,329.11,44
58,allmendo.ch,LOTUS CORNICULATUS,0.375,0.25,-0.125,32.37274407,0.357339206,21.21401,21.71513633,0.3556,0.12871093,104.3277979,0.351194598,FORB,PERENNIAL,LEGUME,957,2
6,allmendb.ch,LOTUS CORNICULATUS,1.333333333,1.5,0.166666667,32.37274407,0.357339206,21.21401,21.71513633,0.3556,0.12871093,104.3277979,0.351194598,FORB,PERENNIAL,LEGUME,957,1
167,chilcasdrt.ar,LOTUS GLABER,3,0.25,-2.75,NA,0.75,NA,25.91,NA,NA,NA,0.71,LEGUME,PERENNIAL,LEGUME,950,16
225,elvadrt.ee,LUZULA MULTIFLORA,3,1.333333333,-1.666666667,25.54618746,0.2110425,5.237476541,25.53913437,NA,NA,132.06,NA,GRASS,PERENNIAL,GRAMINOID,680,23
203,credom.au,MAIREANA SEDIFOLIA,1,2,1,39.14135,1.3,NA,4.952222222,NA,NA,NA,NA,SHRUB,PERENNIAL,WOODY,259.6,21
200,credoj.au,MAIREANA SEDIFOLIA,3.4,2.8,-0.6,39.14135,1.3,NA,4.952222222,NA,NA,NA,NA,SHRUB,PERENNIAL,WOODY,259.6,20
266,falls.au,MICROSERIS LANCEOLATA,1,0.5,-0.5,NA,0.4,NA,11.380814,NA,NA,NA,NA,FORB,PERENNIAL,FORB,2366,27
148,cedartrait.us,MONARDA FISTULOSA,8,2,-6,11.29051118,0.662,17.87547,26.21085308,0.1016,0.165191358,93.37285277,0.28925,FORB,PERENNIAL,FORB,682,12
419,naposta.ar,NASSELLA NEESIANA,36.66666667,8.333333333,-28.33333334,14.2304221,0.8,NA,16,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,553,45
422,naposta.ar,NASSELLA TRICHOTOMA,25,5.333333333,-19.66666667,NA,0.7,NA,11.297312,NA,NA,NA,0.77666667,GRASS,PERENNIAL,GRASS,553,45
409,matador.ca,NASSELLA VIRIDULA,18.66666667,15.33333333,-3.333333337,12.6088734,0.6096,NA,10.77,0.3556,0.517363388,54.89286067,0.23675,GRAMINOID,PERENNIAL,GRASS,358.4,43
543,spvdrt.ar,NOTICASTRUM SERICEUM,4,3.5,-0.5,30.175,NA,NA,36.99,NA,NA,NA,NA,FORB,PERENNIAL,FORB,220.6,59
484,passogavia.it,OREOCHLOA DISTICHA,0.275,0.7,0.425,22,0.115,NA,9.2,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,1281,51
537,slp.us,OXALIS DILLENII,2.5,2,-0.5,NA,0.188478161,NA,41.82566697,NA,NA,NA,NA,FORB,PERENNIAL,FORB,930.7024634,58
412,mattheis.ca,PASCOPYRUM SMITHII,1,15,14,16.774,0.525,11.28,12.75359048,1.703333,0.206075395,21.32212,0.175766667,GRAMINOID,PERENNIAL,GRASS,329.11,44
402,matador.ca,PASCOPYRUM SMITHII,5.333333333,5.666666667,0.333333334,16.774,0.525,11.28,12.75359048,1.703333,0.206075395,21.32212,0.175766667,GRAMINOID,PERENNIAL,GRASS,358.4,43
342,kinsella.ca,PASCOPYRUM SMITHII,21,21,0,16.774,0.525,11.28,12.75359048,1.703333,0.206075395,21.32212,0.175766667,GRAMINOID,PERENNIAL,GRASS,406.24,37
173,chilcasdrt.ar,PASPALUM DILATATUM,15.625,1.375,-14.25,17.4533552,0.4722,8.133333333,16.30478,0.1524,0.102,18.37,0.62,GRASS,PERENNIAL,GRASS,950,16
171,chilcasdrt.ar,PASPALUM VAGINATUM,0.25,1,0.75,3.6045301,0.03048,15.6,10.41,0.1524,NA,NA,NA,GRASS,PERENNIAL,GRASS,950,16
486,passogavia.it,PERSICARIA VIVIPARA,0.1,0.2,0.1,21.5,0.283,NA,22,NA,NA,NA,NA,FORB,PERENNIAL,FORB,1281,51
274,falls.au,PHEBALIUM SQUAMULOSUM,1,0.5,-0.5,17.6,1.375,NA,4.958314675,NA,NA,NA,NA,SHRUB,PERENNIAL,WOODY,2366,27
475,passogavia.it,PHLEUM ALPINUM,0.2,0.3,0.1,24.71901341,0.19724,9.103855654,20.58967646,0.254,NA,73.35000002,0.25,GRASS,PERENNIAL,GRASS,1281,51
452,oreaa.us,PHLOX HOODII,1.625,1,-0.625,23.27,0.02825,NA,13.95070877,0.54,0.180454545,107.0545926,0.2647,FORB,PERENNIAL,FORB,497,48
476,passogavia.it,PHYTEUMA HEMISPHAERICUM,2.3,2,-0.3,27,0.1,NA,19.5,NA,NA,NA,NA,FORB,PERENNIAL,FORB,1281,51
357,kranz.de,PICEA ABIES,50,50,0,13.01773524,NA,8.231665,5.074959129,0.7112,0.289806897,16.43077549,0.727774529,TREE,PERENNIAL,WOODY,791.3,39
303,jenadrt.de,PICRIS HIERACIOIDES,2.166666667,3,0.833333333,24.11,0.157,12.13,18.58,1.23,0.0725,193.765,0.45557832,FORB,PERENNIAL,FORB,596.5233333,33
81,baddrt.de,PICRIS HIERACIOIDES,48,37,-11,24.11,0.157,12.13,18.58,1.23,0.0725,193.765,0.45557832,FORB,PERENNIAL,FORB,488.6,5
276,falls.au,PIMELEA ALPINA,1.166666667,0.666666667,-0.5,NA,0.3,NA,10.434151,NA,NA,NA,NA,SHRUB,PERENNIAL,WOODY,2366,27
495,pineta.es,PIMPINELLA SAXIFRAGA,0.5,0.5,0,21.22166667,0.445,3.322678571,21.46439541,2.42685,0.315348446,149.6596103,0.228622222,FORB,PERENNIAL,FORB,1356.602,52
39,allmendo.ch,PIMPINELLA SAXIFRAGA,2.166666667,1.916666667,-0.25,21.22166667,0.445,3.322678571,21.46439541,2.42685,0.315348446,149.6596103,0.228622222,FORB,PERENNIAL,FORB,957,2
18,allmendb.ch,PIMPINELLA SAXIFRAGA,2.416666667,2.25,-0.166666667,21.22166667,0.445,3.322678571,21.46439541,2.42685,0.315348446,149.6596103,0.228622222,FORB,PERENNIAL,FORB,957,1
272,falls.au,PLANTAGO EURYPHYLLA,1,0.5,-0.5,45.18531954,0.03,NA,15.9845175,NA,NA,NA,NA,FORB,PERENNIAL,FORB,2366,27
87,baddrt.de,PLANTAGO LANCEOLATA,0.3,1,0.7,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,FORB,PERENNIAL,FORB,488.6,5
50,allmendo.ch,PLANTAGO LANCEOLATA,0.75,0.75,0,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,FORB,PERENNIAL,FORB,957,2
16,allmendb.ch,PLANTAGO LANCEOLATA,1,0.25,-0.75,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,FORB,PERENNIAL,FORB,957,1
192,cowidrt.ca,PLANTAGO LANCEOLATA,2,2,0,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,FORB,PERENNIAL,FORB,1134,19
508,rhijn.nl,PLANTAGO LANCEOLATA,4,3.5,-0.5,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,FORB,PERENNIAL,FORB,796.92,53
521,scruzh.us,PLANTAGO LANCEOLATA,22.2222222,8.333333333,-13.88888887,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,FORB,PERENNIAL,FORB,745,55
478,passogavia.it,POA ALPINA,3.16,3.06,-0.1,13,0.298831111,16.9,21.51150438,0.254,NA,292.2,0.26,GRASS,PERENNIAL,GRASS,1281,51
239,elvadrt.ee,POA ANGUSTIFOLIA,1.5,1,-0.5,12.95,0.48,5.764,20.11666667,NA,0.316453559,NA,0.113446154,GRASS,PERENNIAL,GRASS,680,23
258,esw.ca,POA COMPRESSA,3,5,2,13.678,0.2491,8.04,20.91883636,0.254,NA,54.78896667,0.53,GRASS,PERENNIAL,GRASS,1011.5,24
269,falls.au,POA HIEMATA,41.66666667,41.66666667,-3.33E-09,13.7803809,0.6,NA,3.35531,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,2366,27
394,marcdrt.ar,POA LANIGERA,2.75,1,-1.75,NA,NA,NA,24,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,927.9,42
164,chacra.ar,POA LIGULARIS,1,3,2,22.4,1.2,10.4,6.944926731,0.7,NA,NA,NA,GRASS,PERENNIAL,GRASS,400,14
145,cedartrait.us,POA PRATENSIS,2.6,1,-1.6,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,GRASS,PERENNIAL,GRASS,682,12
185,cowidrt.ca,POA PRATENSIS,2.8,3.666666667,0.866666667,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,GRASS,PERENNIAL,GRASS,1134,19
333,kernnu.ca,POA PRATENSIS,5,25,20,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,GRASS,PERENNIAL,GRASS,353.7,36
136,cedarsav.us,POA PRATENSIS,5.6,3.333333333,-2.266666667,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,GRASS,PERENNIAL,GRASS,682,11
120,brookdale.ca,POA PRATENSIS,6.25,3.8,-2.45,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,GRASS,PERENNIAL,GRASS,474.2,8
308,jenadrt.de,POA PRATENSIS,9,11.33333333,2.333333333,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,GRASS,PERENNIAL,GRASS,596.5233333,33
555,validate.fr,POA PRATENSIS,13.8,21.8,8,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,GRASS,PERENNIAL,GRASS,790,61
322,kernb.ca,POA PRATENSIS,18.33333333,8.666666667,-9.666666663,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,GRASS,PERENNIAL,GRASS,353.7,35
345,kinsella.ca,POA PRATENSIS,52,52,0,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,GRASS,PERENNIAL,GRASS,406.24,37
