,Taxon,X,site_code,n_treat_years,sum.ctrl.cover,mean.ctrl.cover,sum.drt.cover,mean.drt.cover,sum.cover.response,mean.cover.response,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,RTD.g.cm3,SRL_m.g,rootDiam.mm,local_lifeform,local_lifespan,functional_group,site.id
566,PELARGONIUM RODNEYANUM,3430,jilpanger.au,1,1,0.5,1,1,0,0.5,NA,0.4,NA,16.370301,NA,NA,NA,NA,FORB,PERENNIAL,FORB,39
224,CHRYSOCEPHALUM APICULATUM,3380,jilpanger.au,1,10,10,20,10,10,0,27.1,0.4,NA,16.64122201,NA,NA,NA,NA,FORB,PERENNIAL,FORB,39
627,POLYGONUM ARENARIUM,3843,kiskun.hu,1,0.62,0.124,0.14,0.028,-0.48,-0.096,NA,NA,NA,16.81,NA,NA,NA,NA,FORB,ANNUAL,FORB,45
848,VIOLA BETONICIFOLIA,2913,falls.au,1,1,0.5,1.5,0.5,0.5,0,NA,0.2,NA,17.081108,NA,NA,NA,NA,FORB,PERENNIAL,FORB,31
338,EUPHRASIA MINIMA,5268,passogavia.it,1,0.05,0.0125,0.01,0.01,-0.04,-0.0025,26.868,0.108,NA,17.10079827,NA,NA,NA,NA,FORB,ANNUAL,FORB,62
493,LINUM SULCATUM,4808,oklah.us,1,0,0,0.5,0.5,0.5,0.5,NA,NA,NA,17.12,NA,NA,NA,NA,FORB,ANNUAL,FORB,58
358,FESTUCA VAGINATA,3828,kiskun.hu,1,87,17.4,88,17.6,1,0.2,NA,1,NA,17.18213058,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,45
600,PLANTAGO RHODOSPERMA,824,bfl.us,1,1,1,2,1,1,0,NA,NA,NA,17.37,NA,NA,NA,NA,FORB,ANNUAL,FORB,7
322,ERIGERON BONARIENSIS,1942,chilcasdrt.ar,1,5,5,1,1,-4,-4,20.2,0.46625,NA,17.6205,NA,NA,NA,NA,FORB,ANNUAL,FORB,19
253,CYMBOPOGON CAESIUS,6233,ukulingadrt.za,1,41,8.2,26,6.5,-15,-1.7,13.857227,NA,NA,17.88,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,78
153,BUGLOSSOIDES ARVENSIS,3816,kiskun.hu,1,0,0,0.01,0.01,0.01,0.01,38,0.2183,NA,17.93814433,NA,NA,NA,NA,FORB,ANNUAL,FORB,45
197,CENTIPEDA CUNNINGHAMII,5494,quilpie.au,1,8,4,10,3.333333333,2,-0.666666667,NA,0.2,NA,18.1,NA,NA,NA,NA,FORB,PERENNIAL,FORB,65
251,CROTON MONANTHOGYNUS,4751,oklah.us,1,4,1.333333333,3.5,1.75,-0.5,0.416666667,17.5,NA,NA,18.1,NA,NA,NA,NA,FORB,ANNUAL,FORB,58
778,SYMPHYOTRICHUM PILOSUM,5410,purdue.us,1,36,7.2,15,7.5,-21,0.3,17.8,0.861666667,NA,18.27837298,NA,NA,NA,NA,FORB,PERENNIAL,FORB,64
108,BLENNOSPORA DRUMMONDII,3363,jilpanger.au,1,2.5,0.5,1,0.5,-1.5,0,NA,0.06807094,NA,18.695174,NA,NA,NA,NA,FORB,ANNUAL,FORB,39
538,MONARDA PUNCTATA,6052,slp.us,1,0,0,5,5,5,5,13.2,0.4265,NA,18.95202815,NA,NA,NA,NA,FORB,ANNUAL,FORB,75
182,CAREX HEBES,2875,falls.au,1,3,0.6,1.5,0.5,-1.5,-0.1,NA,NA,NA,19.096154,NA,NA,NA,NA,GRASS,PERENNIAL,GRAMINOID,31
188,CAREX PILULIFERA,4105,lygraint.no,1,4,2,5,1.666666667,1,-0.333333333,27.98325592,0.225625,NA,19.13235729,NA,NA,NA,NA,GRAMINOID,NA,GRAMINOID,48
575,PHYTEUMA HEMISPHAERICUM,5311,passogavia.it,1,12,2.4,11.5,2.3,-0.5,-0.1,27,0.1,NA,19.5,NA,NA,NA,NA,FORB,PERENNIAL,FORB,62
714,SETARIA PAMPEANA,1807,cerrillos.ar,1,60.01,20.00333333,7.5,3.75,-52.51,-16.25333333,24.7,0.38,NA,19.52,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,16
105,BASSIA SCOPARIA,299,antelope.us,1,0.32,0.045714286,5.63,0.70375,5.31,0.658035714,32.45,1.184444444,NA,19.65690846,NA,NA,NA,NA,FORB,ANNUAL,FORB,3
392,GOUINIA PARAGUAYENSIS,1772,cerrillos.ar,1,5.63,2.815,7.5,7.5,1.87,4.685,23.1,0.47,NA,19.71,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,16
185,CAREX MIYABEI,6185,teshio.jp,1,50,50,51,25.5,1,-24.5,19.77571,0.621,NA,19.71,NA,NA,NA,NA,GRAMINOID,PERENNIAL,GRAMINOID,77
721,SISYRINCHIUM MONTANUM,3782,kinsella.ca,1,0,0,2,2,2,2,NA,0.225,NA,19.78,NA,NA,NA,NA,FORB,PERENNIAL,FORB,44
786,THALICTRUM VENULOSUM,1383,brookdale.ca,1,1,1,5.25,1.75,4.25,0.75,NA,0.1059,NA,19.84,NA,NA,NA,NA,FORB,PERENNIAL,FORB,10
144,BROMUS SETIFOLIUS,5128,paike.ar,1,0,0,5,2.5,5,2.5,NA,0.102,NA,20.31,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,61
32,ALCHEMILLA PENTAPHYLLEA,5256,passogavia.it,1,175,35,269,53.8,94,18.8,37,NA,NA,21,NA,NA,NA,NA,FORB,PERENNIAL,FORB,62
173,CAREX BREVIOR,3896,konzadrt.us,1,2,2,0.1,0.1,-1.9,-1.9,NA,0.254,NA,21.15675902,NA,NA,NA,NA,GRAMINOID,PERENNIAL,GRAMINOID,46
553,PANICUM ACUMINATUM,1593,cedarsav.us,1,3,3,4,4,1,1,17.50836364,0.238666667,NA,21.67056595,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,14
18,ACMISPON STRIGOSUS,2915,gmgranite.us,1,0,0,0.5,0.5,0.5,0.5,29.9,0.0756,NA,21.8,NA,NA,NA,NA,FORB,ANNUAL,LEGUME,32
568,PERSICARIA VIVIPARA,5303,passogavia.it,1,2.1,1.05,0.1,0.1,-2,-0.95,21.5,0.283,NA,22,NA,NA,NA,NA,FORB,PERENNIAL,FORB,62
583,PIMELEA HUMILIS,3433,jilpanger.au,1,5,5,0.5,0.5,-4.5,-4.5,NA,0.5,NA,22.44,NA,NA,NA,NA,SHRUB,PERENNIAL,WOODY,39
287,DIPLOTAXIS TENUIFOLIA,4579,naposta.ar,1,10,5,16,5.333333333,6,0.333333333,NA,0.575,NA,22.45,NA,NA,NA,NA,FORB,BIENNIAL,FORB,54
312,Epipactis PALUSTRIS,5355,pineta.es,1,31,15.5,3,3,-28,-12.5,NA,NA,NA,22.62,NA,NA,NA,NA,FORB,PERENNIAL,FORB,63
555,PANICUM OLIGOSANTHES,1683,cedartrait.us,1,0,0,2,2,2,2,17.37461517,0.38,NA,22.63325572,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,15
98,ASTRANTIA MAJOR,5344,pineta.es,1,3,3,24,8,21,5,28.539,0.4215,NA,22.75909384,NA,NA,NA,NA,FORB,PERENNIAL,FORB,63
398,GYPSOPHILA PANICULATA,3831,kiskun.hu,1,0,0,7,7,7,7,NA,0.85,NA,23.53705566,NA,NA,NA,NA,FORB,PERENNIAL,FORB,45
634,POTENTILLA REPTANS,5591,rhijn.nl,1,32,8,45,22.5,13,14.5,24.6133503,0.274083333,NA,23.567332,NA,NA,NA,NA,FORB,PERENNIAL,FORB,66
605,POA LANIGERA,4385,marcdrt.ar,1,20,10,11,2.75,-9,-7.25,NA,NA,NA,24,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,50
515,LYTHRUM HYSSOPIFOLIA,5780,scruzh.us,1,0,0,14.11593,7.057965,14.11593,7.057965,NA,0.305833333,NA,24.09,NA,NA,NA,NA,FORB,ANNUAL,FORB,69
264,DACTYLORHIZA MACULATA,5351,pineta.es,1,2,0.5,4.5,1.125,2.5,0.625,22.6,0.6,NA,24.23285714,NA,NA,NA,NA,FORB,PERENNIAL,FORB,63
94,ASTER SQUAMATUS,1908,chilcasdrt.ar,1,0,0,0.25,0.25,0.25,0.25,NA,0.3,NA,24.49096986,NA,NA,NA,NA,FORB,PERENNIAL,FORB,19
752,STEINCHISMA HIANS,1997,chilcasdrt.ar,1,10,5,6,3,-4,-2,NA,NA,NA,25,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,19
753,STEINCHISMA HIANS,6078,slp.us,1,1,1,44,44,43,43,NA,NA,NA,25,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,75
375,GALIUM SAXATILE,4129,lygraint.no,1,3,3,2,1,-1,-2,25.1,0.175,NA,25.08983957,NA,NA,NA,NA,FORB,PERENNIAL,FORB,48
841,VICIA ARTICULATA,734,bayrdrt.de,1,0.1,0.1,0.1,0.1,0,0,NA,0.253333333,NA,25.51,NA,NA,NA,NA,LEGUME,ANNUAL,LEGUME,6
470,LEERSIA HEXANDRA,1958,chilcasdrt.ar,1,4,1,2.5,0.625,-1.5,-0.375,17.321052,1.5,NA,26,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,19
110,BOTHRIOCHLOA LAGUROIDES,4735,oklah.us,1,1,0.5,15.5,7.75,14.5,7.25,NA,NA,NA,26,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS,58
487,LINUM BIENNE,5774,scruzh.us,1,3.6585366,3.6585366,12.5957181,6.29785905,8.9371815,2.63932245,27.53,0.375,NA,26.60625,NA,NA,NA,NA,FORB,ANNUAL,FORB,69
418,HEPATICA NOBILIS,5364,pineta.es,1,0,0,6,3,6,3,24,NA,NA,27.165,NA,NA,NA,NA,FORB,PERENNIAL,FORB,63
37,ALYSSUM DESERTORUM,4646,nplatte.us,1,10,2,6,2,-4,0,NA,0.1,NA,27.17578947,NA,NA,NA,NA,FORB,ANNUAL,FORB,56
440,HYDROCOTYLE BONARIENSIS,4352,marcdrt.ar,1,3,1.5,7,2.333333333,4,0.833333333,NA,NA,NA,27.35005333,NA,NA,NA,NA,FORB,PERENNIAL,FORB,50
385,GERANIUM THUNBERGII,6190,teshio.jp,1,16,8,9,4.5,-7,-3.5,20.22039,0.709,NA,27.52,NA,NA,NA,NA,FORB,PERENNIAL,FORB,77
198,Centrolepis ARISTATA,3373,jilpanger.au,1,2,0.5,1,0.5,-1,0,19.7,0.09857143,NA,28.092362,NA,NA,NA,NA,FORB,ANNUAL,FORB,39
652,QUINETIA URVILLEI,3435,jilpanger.au,1,2.5,0.5,1,0.5,-1.5,0,NA,0.2,NA,28.711511,NA,NA,NA,NA,FORB,ANNUAL,FORB,39
855,WAHLENBERGIA STRICTA,3455,jilpanger.au,1,1.5,0.5,0.5,0.5,-1,0,NA,0.9,NA,29.447,NA,NA,NA,NA,FORB,PERENNIAL,FORB,39
579,PILOSELLA AURANTIACA,661,bayrdrt.de,1,0,0,4,4,4,4,14.23505,0.358333333,NA,29.759314,NA,NA,NA,NA,FORB,PERENNIAL,FORB,6
580,PILOSELLA AURANTIACA,6199,teshio.jp,1,0,0,2,2,2,2,14.23505,0.358333333,NA,29.759314,NA,NA,NA,NA,FORB,PERENNIAL,FORB,77
546,NEOTTIA OVATA,5369,pineta.es,1,3,3,7,1.75,4,-1.25,NA,0.32,NA,30.18571429,NA,NA,NA,NA,FORB,PERENNIAL,FORB,63
532,MICROSERIS SCAPIGERA,3422,jilpanger.au,1,1,0.5,0.5,0.5,-0.5,0,NA,0.36,NA,35.23,NA,NA,NA,NA,FORB,PERENNIAL,FORB,39
533,MILLOTIA TENUIFOLIA,3426,jilpanger.au,1,2,0.666666667,0.5,0.5,-1.5,-0.166666667,NA,0.12,NA,36.253385,NA,NA,NA,NA,FORB,ANNUAL,FORB,39
548,NOTICASTRUM SERICEUM,6130,spvdrt.ar,1,1,1,8,4,7,3,30.175,NA,NA,36.99,NA,NA,NA,NA,FORB,PERENNIAL,FORB,76
549,NOTICASTRUM SERICEUM,1843,chacra.ar,1,0,0,0.5,0.5,0.5,0.5,30.175,NA,NA,36.99,NA,NA,NA,NA,FORB,PERENNIAL,FORB,17
200,CEPHALIPTERUM DRUMMONDII,2324,credom.au,1,40,20,1,1,-39,-19,NA,0.33086325,NA,37.282501,NA,NA,NA,NA,FORB,ANNUAL,FORB,25
201,CEPHALIPTERUM DRUMMONDII,2246,credoj.au,1,0.5,0.5,0.5,0.5,0,0,NA,0.33086325,NA,37.282501,NA,NA,NA,NA,FORB,ANNUAL,FORB,24
168,CARDUUS PYCNOCEPHALUS,5930,scruzm.us,1,6.8493151,6.8493151,35.5944514,7.11889028,28.7451363,0.26957518,8.2,0.8,NA,38,NA,NA,NA,NA,FORB,ANNUAL,FORB,71
169,CARDUUS PYCNOCEPHALUS,5849,scruzl.us,1,26.3876141,8.795871367,40.2597403,20.12987015,13.8721262,11.33399878,8.2,0.8,NA,38,NA,NA,NA,NA,FORB,ANNUAL,FORB,70
439,HYALOSPERMA DEMISSUM,3398,jilpanger.au,1,3.5,0.7,0.5,0.5,-3,-0.2,NA,0.03518491,NA,38.104966,NA,NA,NA,NA,FORB,ANNUAL,FORB,39
632,POTENTILLA GRANDIFLORA,116,allmendb.ch,1,2.75,0.916666667,2,0.666666667,-0.75,-0.25,NA,NA,NA,39.1,NA,NA,NA,NA,FORB,PERENNIAL,FORB,1
633,POTENTILLA GRANDIFLORA,259,allmendo.ch,1,15.75,5.25,9.75,3.25,-6,-2,NA,NA,NA,39.1,NA,NA,NA,NA,FORB,PERENNIAL,FORB,2
856,ZIZIA APTERA,1395,brookdale.ca,1,2,2,1,1,-1,-1,16.074,NA,NA,40.37573969,NA,NA,NA,NA,FORB,PERENNIAL,FORB,10
441,HYDROCOTYLE FOVEOLATA,3400,jilpanger.au,1,2,0.5,0.5,0.5,-1.5,0,NA,0.13,NA,40.950606,NA,NA,NA,NA,FORB,ANNUAL,FORB,39
552,OXALIS DILLENII,6058,slp.us,1,1,1,5,2.5,4,1.5,NA,0.188478161,NA,41.82566697,NA,NA,NA,NA,FORB,PERENNIAL,FORB,75
551,OXALIS CONORRHIZA,4598,naposta.ar,1,0,0,1,1,1,1,NA,0.1176,NA,42.67,NA,NA,NA,NA,FORB,PERENNIAL,FORB,54
803,TRIENTALIS EUROPEA,4280,lygraold.no,1,1,1,1,1,0,0,NA,NA,NA,47.591,NA,NA,NA,NA,FORB,PERENNIAL,FORB,49
513,LYSIMACHIA EUROPAEA,4147,lygraint.no,1,4,2,2,1,-2,-1,32.8,0.09,NA,51,NA,NA,NA,NA,FORB,PERENNIAL,FORB,48
