Taxon,Taxonomic.status,Taxon.update,Taxon.notes,LA_mm2,leafC.mg.g,leafN.mg.g,height.m,rootC.mg.g,rootN.mg.g,seed.dry.mass.mg,SLA_m2/kg,leaf.thickness.mm,root.depth_m,RTD.g.cm3,fineRTD,LDMC.g.g,SRL_m/g,fineSRL_m/g,rootDiam.mm,Fine.root.C.N.ratio,Root.Shoot.Ratio,Notes,Notes.2,site_name,Family,local_lifeform,local_lifespan,functional_group,SOURCES
PRUNUS AVIUM,Accepted,PRUNUS AVIUM,,,461.9,19.905,21.58,573.180209,16.31737717,250.4632583,17.85468368,0.144,1,0.478190144,,,67.25273793,,1.4712125,,,"RootC and N,depth, RTD, SRL, diam from groot",,Bad Drought,Rosaceae,WOODY,PERENNIAL,WOODY,
QUERCUS RUBRA,Accepted,QUERCUS RUBRA,,5084.883333,,21.26275285,20.46877333,427.1156515,12.0879263,2738.773722,17.85543564,0.139456833,0.9144,0.482531601,,0.382550594,53.57695052,,0.44878502,,,"RootC and N,RTD, SRL, diam from groot",,Indiana University RTP,Fagaceae,TREE,PERENNIAL,WOODY,
CERASTIUM ARVENSE,Accepted,CERASTIUM ARVENSE,,,,,0.188888889,,,0.206783333,21.10181624,,0.22,0.486326636,,0.24209686,91.58154988,,0.188766667,,,"diam, RTD, SRL from groot",,"Biddulph, Brookdale, CMSS, Cowichan Drt, EE Elva, Kernen_burned, Kernen_unburned, Matador, Potrok Aike Drt",Caryophyllaceae,FORB,PERENNIAL,FORB,
ELYMUS GLAUCUS,Accepted,ELYMUS GLAUCUS,,,,20.02,1.00584,,10.4,3.613980712,14.9305,,0.3048,0.49,,0.32488,34.8825,,,,,,,"Cowichan Drt, SantaCruzHigh",Poaceae,"GRASS, forb (SantaCruzHigh)",PERENNIAL,GRASS,https://doi.org/10.1111/1365-2435.12898
STIPA COMATA,Accepted,STIPA COMATA,,,463.2,20.1,0.9144,458.1,15.9,3.847425955,16.95,0.155833333,0.4064,0.49068467,,,79.18825345,,0.2,,,"RTD, SRL from groot",,"Biddulph, Kinsella",Poaceae,GRAMINOID,PERENNIAL,GRASS,
CERASTIUM GLOMERATUM,Accepted,CERASTIUM GLOMERATUM,,176.6666667,447,17.025,0.249,,14.7,0.049536,23.38503171,0.226,0.11,0.4988333,,0.159498889,318,,,,,"rootN, SRL from groot",,"Cowichan Drt, Jena",Caryophyllaceae,FORB,ANNUAL,FORB,
FESTUCA HALLII,Accepted,FESTUCA HALLII,,,,,,,7.28,,,,,0.499767239,,,82.94415808,,0.20186,,,"Daim, RTD, SRL from groot",,Kinsella,Poaceae,GRASS,PERENNIAL,GRASS,
CAREX FILIFOLIA,Accepted,CAREX FILIFOLIA,,,,,0.33528,,,2.9,,0.2,0.254,0.510912698,,,107.557439,,0.181971429,,,"diam, RTD, SRL from groot",,"Cedar Point - Drought-Net, North Platte",Cyperaceae,GRASS,PERENNIAL,GRAMINOID,
CYNODON DACTYLON,Accepted,CYNODON DACTYLON,,119.9833333,,16.887,0.235788519,,,0.205003118,16.61,0.193083334,0.3556,0.51,,0.224598333,26.34,,0.071,,,,,"Bivens Arm, Las Chilcas Drt, San Claudio, Yarramundi Drt",Poaceae,GRAMINOID,PERENNIAL,GRASS,
NASSELLA VIRIDULA,Accepted,NASSELLA VIRIDULA,,,,12.6088734,0.6096,,,2.729464869,10.77,,0.3556,0.517363388,,,54.89286067,,0.23675,,,"RTD, SRL, Diam from groot",,"Kernen_unburned, Matador",Poaceae,GRAMINOID,PERENNIAL,GRASS,
HYPERICUM PERFORATUM,Accepted,HYPERICUM PERFORATUM,,147.3333333,568.4425,26.074,0.544316667,401.7,4.659107143,0.161588095,26.51128282,0.132375,0.08909,0.5284214,,0.280170635,465.2968152,,0.17892,,0.453,"RootC and N, SRL, Diam from groot",,"Bad Drought, EE Elva, Jena",Hypericaceae,FORB,PERENNIAL,FORB,https://doi.org/10.1111/1365-2435.12898
CONVOLVULUS ARVENSIS,Accepted,CONVOLVULUS ARVENSIS,,106.7875,395.5233333,27.77,0.048,515.14,12.29,7.96,17.215475,0.218,2.24,0.5298167,,0.1969,31.40813333,,,,0.322,"leafN, height, SLA from PI","rootC and N, SRL from groot","Brookdale, Jena, SantaCruzMiddle",Convolvulaceae,FORB,PERENNIAL,FORB,
GAILLARDIA ARISTATA,Accepted,GAILLARDIA ARISTATA,,,,,0.6096,,12.98,18.04308136,22.63,,0.4064,0.53,,,7.43,,0.66,,,SLA and Rdiam from Julie Larson,,Matador,Compositae,FORB,PERENNIAL,FORB,
ROSMARINUS OFFICINALIS,Accepted,ROSMARINUS OFFICINALIS,,29,499.19,9.43,1,,,0.6,3.117747146,0.8,0.364,0.534580651,,0.371,11.79132349,,0.424333333,,,"RTD, SRL, diam from groot",,"Ayora Experimental Station, Middle Ebro Valley",Lamiaceae,SHRUB,PERENNIAL,WOODY,
SETARIA NIGRIROSTRIS,Accepted,SETARIA NIGRIROSTRIS,,,451.6,12.8,,459.9,3.5,,,0.14,,0.55,,,,,0.3,,,RTD from groot,,Ukulinga Drought,Poaceae,GRASS,PERENNIAL,GRASS,
DORYCNIUM PENTAPHYLLUM,Accepted,DORYCNIUM PENTAPHYLLUM,,185,488.5,24.5,0.4,,,3.38,20.8,0.37,1.17,0.56,,0.29,3.83,,,,,"RTD, SRL from groot",,Ayora Experimental Station,Fabaceae,SUBSHRUB,PERENNIAL,LEGUME,
VALERIANELLA LOCUSTA,Accepted,VALERIANELLA LOCUSTA,,152,471,26,0.1925,,,1.483879365,31.7,,0.05,0.56326,,0.103,204,,1.242171,,,,,Cowichan Drt,Valerianaceae,FORB,ANNUAL,FORB,
FAGUS SYLVATICA,Accepted,FAGUS SYLVATICA,,2027.6875,473.7944691,21.57683121,27.10185714,489.71875,3.73333,192.849,18.54393462,0.109241459,0.91875,0.565265667,,0.394795752,28.44544129,,0.524726557,,,"RootC, dpeth, RTD, SRL, Diam from groot",,Kranzberg,Fagaceae,TREE,PERENNIAL,WOODY,
PRIMULA VERIS,Accepted,PRIMULA VERIS,,4080.666667,,29.2745343,0.206597778,,15.94,0.867926667,23.12304233,0.12976,0.31,0.5685,,0.214666667,344,,1.334283,,,rootN from groot,,Pineta,Primulaceae,FORB,NULL,FORB,
AMORPHA CANESCENS,Accepted,AMORPHA CANESCENS,,1117.697486,483.6941304,22.25861206,0.446,,27.18327333,2.06066574,13.80561828,0.12,0.508,0.59,,0.407094503,45.95532256,6.160976759,0.19,,,"SRL, Root N from Groot",,"Cedar Creek Savanna, Cedar Creek Trait, Konza Drt ",Fabaceae,FORB,PERENNIAL,LEGUME,
JUNIPERUS COMMUNIS,Accepted,JUNIPERUS COMMUNIS,,,526.7493127,11.83275055,4.953888889,492.9913474,6.475833557,21.05025929,10.53507223,0.483744444,0.3556,0.6,,0.48005204,5.55,,,57.20893884,,"RootC and N, RTD, SRL from groot",,"Cedar Creek Trait, Lygra_intermediate, Lygra_old",Cupressaceae,TREE,PERENNIAL,WOODY,
TRISTACHYA LEUCOTHRIX,Accepted,TRISTACHYA LEUCOTHRIX,,,453.0666667,9.6,,447.3666667,4.466666667,,,0.15,,0.62,,,,,0.366666667,,,RTD from groot,,Ukulinga Drought,Poaceae,GRASS,PERENNIAL,GRASS,
JUNIPERUS PHOENICEA,Accepted,JUNIPERUS PHOENICEA,,,518.9,8.407,,,,370.37,5.437737901,,2.5,0.625121324,,,8.033595128,,0.5192,,,"depth, RTD, SRL, diam from groot",,Middle Ebro Valley,Cupressaceae,SHRUB,NULL,WOODY,
POTENTILLA ANSERINA,Accepted,POTENTILLA ANSERINA,,6262.75,462.095,26.20897891,0.277222222,,,0.846933333,17.47534074,0.261,0.43,0.63425,,0.221989,148.75,,0.6572,,,,,EE Elva,Rosaceae,FORB,PERENNIAL,FORB,
HELICHRYSUM STOECHAS,Accepted,HELICHRYSUM STOECHAS,,25,,15.1,0.4,,,0.0619,14.05029913,0.495,0.52,0.652701216,,0.334,6.114890701,,0.49195,,,"RTD, SLR, Diam from groot",,Middle Ebro Valley,Compositae,SHRUB,NULL,WOODY,
HELICTOTRICHON PRATENSE,Accepted,HELICTOTRICHON PRATENSE,,932,,16.4,0.816666667,,,2.37305,14.06030769,,0.79,0.669747899,,0.322666667,85.98480816,,0.1543,,0.288,"RTD, SLR, Diam from groot",,"Allmend Brachy, Allmend Ovina",Poaceae,GRASS,PERENNIAL,GRASS,
ERAGROSTIS CURVULA,Accepted,ERAGROSTIS CURVULA,,240,416.5,15.862,0.9144,392.0333333,5.6,0.244511197,10.92,0.14,0.3556,0.674737064,,,,,0.071,,,RTD from groot,,Yarramundi Drt,Poaceae,GRASS,PERENNIAL,GRASS,
THYMUS SERPYLLUM,Accepted,THYMUS SERPYLLUM,,10.34,456.26,19.815,0.08775,,,0.199844444,12.59845839,,0.250506667,0.7,,,11.2,,,,1.727,"RTD, SRL from groot",,"Allmend Brachy, Allmend Ovina",Lamiaceae,FORB,PERENNIAL,WOODY,
VERONICA ARVENSIS,Accepted,VERONICA ARVENSIS,,151.6666667,458,15,0.187777778,,,0.114440625,21.00097059,,0.19,0.7139167,,0.135444444,224.167,,0.98561,,0.28,,,"Bad Drought, Bayreuth_DroughtNet, Cowichan Drt, Jena",Scrophulariaceae,FORB,ANNUAL,FORB,
ULEX PARVIFLORUS,Accepted,ULEX PARVIFLORUS,,4,,14.1,1.315,,,,4.82,,1.5,0.71673186,,,9.189147922,,0.373179167,,,"depth, RTD, SRL, diam from groot",,Ayora Experimental Station,Fabaceae,SHRUB,PERENNIAL,LEGUME,
EHRHARTA STIPOIDES,Accepted,EHRHARTA STIPOIDES,Microlaena stipoides,,,25.541,,,,5.6375,21.72,0.0875,,0.72,,,,,0.043,,,,,Yarramundi Drt,Poaceae,GRASS,PERENNIAL,GRASS,
ARISTIDA HOLATHERA,Accepted,ARISTIDA HOLATHERA,,100,520,8.4875,0.7,535,2.975,,5.62,0.195,,0.745,,,,,0.375,,,RTD from Groot,,"Ethabuka_DNB, Ethabuka_DNU",Poaceae,GRASS,ANNUAL,GRASS,
CISTUS ALBIDUS,Accepted,CISTUS ALBIDUS,,374,467.37,13.70833333,1,,,1.055,15.54983587,1.2,,0.775024053,,0.37032,6.965677795,,0.4331,,,"RTD, SRL, Diam from groot",,Ayora Experimental Station,Cistaceae,SHRUB,PERENNIAL,WOODY,
DRABA VERNA,Synonym,EROPHILA VERNA,Synonym,25,,20.4,0.42,,,,22.11,,1.318005405,0.78395,,0.13394,18.8462,,0.52189,,,,,"ORE IDE AA, ORE IDE AC",Brassicaceae,FORB,ANNUAL,FORB,
APHANES ARVENSIS,Accepted,APHANES ARVENSIS,,44,440,15,0.1,,,0.21,35.07,,0.05,0.9167417,,,21.0833,,,,,"leafN, height, SLA from PI",,Jena,Rosaceae,FORB,ANNUAL,FORB,
CALLUNA VULGARIS,Accepted,CALLUNA VULGARIS,,0.9735,527.1727778,13.57486595,0.555785714,528.6666667,4.11401,0.031883333,14.28693018,0.326296296,0.3,1.194550386,,0.34648674,13.62532988,,0.2553,,,"RootC, depth, RTD, SRL, diam from groot",,"HOIDE, HYIDE, Lygra_intermediate, Lygra_old",Ericaceae,"SHRUB, subshrub (Lygra_intermediate, Lygra_old)",PERENNIAL,WOODY,
ABUTILON HALOPHILUM,Accepted,ABUTILON HALOPHILUM,,391.0173333,,,1,,,3.5625,7.966675,0.61,,,,0.335834895,,,,,,,,"Milparinka, Quilpie",Malvaceae,SUBSHRUB,PERENNIAL,WOODY,
ACACIA TETRAGONOPHYLLA,Accepted,ACACIA TETRAGONOPHYLLA,,17.71693333,443.2248201,39.75775398,3.333333333,366.82,34.39,14.05177778,6.689844518,1.005333333,0.1056,,,0.453389831,20.30769,,,,0.55,,,Broken Hill,Fabaceae,SHRUB,PERENNIAL,LEGUME,SEEDLINGS; https://www.researchgate.net/profile/Loutfy-El-Juhany/publication/265822633_Impact_of_sudden_water_stress_on_the_growth_of_eight_acacia_species/links/549b84af0cf2d6581ab2e3f7/Impact-of-sudden-water-stress-on-the-growth-of-eight-acacia-species.pdf
ACAENA ECHINATA,Unresolved,,"synonym: Acaena pennatula, Acaena echinata is accepted name on Kew",835.696,,,0.17865,,,8.2905,13.19,,,,,0.3352,,,,,,,,Jilpanger,Rosaceae,FORB,PERENNIAL,FORB,
ACAENA PINNATIFIDA,Accepted,ACAENA PINNATIFIDA,,,,,0.025,,,8.9,9.38,,,,,,,,,,,,,Potrok Aike Drt,Rosaceae,FORB,PERENNIAL,FORB,
ACAENA POEPPIGIANA,Accepted,ACAENA POEPPIGIANA,,,,,,,,,,,,,,,,,,,,,,Potrok Aike Drt,Rosaceae,FORB,PERENNIAL,FORB,
ACALYPHA ANGUSTATA,Accepted,ACALYPHA ANGUSTATA,,,,,,,,,,,,,,,,,,,,,,Ukulinga Drought,Euphorbiaceae,FORB,PERENNIAL,FORB,
ACAMPTOPAPPUS SHOCKLEYI,Accepted,ACAMPTOPAPPUS SHOCKLEYI,,,,24.8,,,,1.4,,,0.4,,,,,,,,,depth from GRooT,,NNSS_Mojave,Compositae,SHRUB,PERENNIAL,WOODY,
ACER MACROPHYLLUM,Accepted,ACER MACROPHYLLUM,,14953,,26.4,20.17066667,458,15,118.554238,29.548,0.1319,0.6096,,,,,,,,,rootC and N from GRooT,,Cowichan Drt,Sapindaceae,TREE,PERENNIAL,WOODY,
ACMELLA DECUMBENS,Accepted,ACMELLA DECUMBENS,,,,,,,,,,,,,,,,,,,,,,"Las Chilcas Drt, Mar Chiquita Drt, San Claudio",Compositae,FORB,PERENNIAL,FORB,
ACMISPON AMERICANUS,Accepted,ACMISPON AMERICANUS,,,,,,,,4.864547619,,,,,,,,,,,,,,"ORE IDE AC, SantaCruzHigh",Fabaceae,FORB,ANNUAL,LEGUME,
ACMISPON MARITIMUS,Accepted,ACMISPON MARITIMUS,,,,,,,,1.805375,,,,,,,,,,,,,,"Cap Mcdowell, Cap Whitetank",Fabaceae,LEGUME,ANNUAL,LEGUME,
ACMISPON PARVIFLORUS,Accepted,ACMISPON PARVIFLORUS,,,,,,,,2.29,,,,,,,,,,,,,,Cowichan Drt,Fabaceae,FORB,ANNUAL,LEGUME,
ACMISPON STRIGOSUS,Accepted,ACMISPON STRIGOSUS,,,,29.9,0.0756,,,1.452333333,21.8,,,,,,,,,,,,,"Gmdrc Granitecove, Gmdrc Molar Junction",Fabaceae,FORB,ANNUAL,LEGUME,
ACOURTIA NANA,Accepted,ACOURTIA NANA,,,,18.76667,,,,,,,,,,,,,,,,,,JRN_Chihuahuan,Compositae,FORB,PERENNIAL,FORB,
ADESMIA LOTOIDES,Accepted,ADESMIA LOTOIDES,,,,,,,,,,,0.4,,,,,,,,,,,JRN_Chihuahuan,Compositae,FORB,PERENNIAL,FORB,
AFROASTER HISPIDA,NA,,synonym: Aster bakerianus,,,,,,,,,,,,,,,,,,,,,Ukulinga Drought,Compositae,FORB,PERENNIAL,FORB,
AGROSTIS CANINA,Accepted,AGROSTIS CANINA,,46.735,425.65,20.86288625,0.4223,435.75,9.3,0.05732,33.1583154,0.101333333,0.254,,,0.284018,,,0.15,,,,,"Lygra_intermediate, Lygra_old",Poaceae,GRASS,NULL,GRASS,
AGROSTIS INCONSPICUA,Accepted,AGROSTIS INCONSPICUA,,,,,,,,,,,,,,,,,,,,,,Potrok Aike Drt,Poaceae,GRASS,PERENNIAL,GRASS,
AGROSTIS MONTEVIDENSIS,Accepted,AGROSTIS MONTEVIDENSIS,,,,,0.229358974,,,,12,0.156896552,,,,0.31,,,,,,,,Mar Chiquita Drt,Poaceae,FORB,PERENNIAL,GRASS,
AGROSTIS RUPESTRIS,Accepted,AGROSTIS RUPESTRIS,,38,462,17,0.035,,,,15.5,,,,,,,,,,,,,Passo Gavia,Poaceae,GRASS,PERENNIAL,GRASS,
AGROSTIS VENUSTA,Accepted,AGROSTIS VENUSTA,,62.8319,,,0.1,,,0.144,,,,,,,,,,,,,,Falls Creek,Poaceae,GRASS,PERENNIAL,GRASS,
AIRA CARYOPHYLLEA,Accepted,AIRA CARYOPHYLLEA,,14.2,476,19.9,0.155,,,0.133642857,21.08,,,,,0.279666667,,,0.21,,,,,"Cowichan Drt, La Campana North Facing, La Campana South Facing, SantaCruzHigh",Poaceae,GRASS,ANNUAL,GRASS,
AIRA ELEGANTISSIMA,Accepted,AIRA ELEGANTISSIMA,,9.65864,,,0.45,,,0.05,25.838354,,0.066,,,0.25963203,760.85,,0.228,,0.18260828,"Diam,Depth,SRL from Groot",,Jilpanger,Poaceae,GRASS,ANNUAL,GRASS,
ALCHEMILLA IDAEUS,NA,,NA,,,,,,,,,,,,,,,,,,,,,Purdue Wildlife Area,Rosaceae,SHRUB,NULL,WOODY,
ALCHEMILLA PENTAPHYLLEA,Accepted,ALCHEMILLA PENTAPHYLLEA,,242,493,37,,,,,21,,,,,,,,,,,,,Passo Gavia,Rosaceae,FORB,PERENNIAL,FORB,
ALLIUM ACUMINATUM,Accepted,ALLIUM ACUMINATUM,,,,,0.3048,,,2.042618482,8.45,,0.1524,,,,,,1.64,,,,,ORE IDE AA,Amaryllidaceae,FORB,PERENNIAL,FORB,
ALLIUM CERNUUM,Accepted,ALLIUM CERNUUM,,,,,,,,3.85,6.843,,,,,,,,,,,,,Brookdale,Amaryllidaceae,FORB,PERENNIAL,FORB,
ALLIUM NEAPOLITANUM,Accepted,ALLIUM NEAPOLITANUM,,,,,0.575,,,4.7,,,,,,,,,,,,,,Las Chilcas Drt,Amaryllidaceae,FORB,PERENNIAL,FORB,
ALYSSUM DESERTORUM,Accepted,ALYSSUM DESERTORUM,,,,,0.1,,,0.465,27.17578947,0.1,,,,,,,,,,,,North Platte,Brassicaceae,FORB,ANNUAL,FORB,
AMBROSIA DUMOSA,Accepted,AMBROSIA DUMOSA,,,,29.546,0.6096,,,103.0750113,14.1,,0.3048,,,,,,,,,,,NNSS_Mojave,Compositae,SHRUB,PERENNIAL,WOODY,
AMBROSIA TENUIFOLIA,Accepted,AMBROSIA TENUIFOLIA,,,,18.2,4.572,,,7.11547095,9.366271504,,0.6096,,,,,,,,,,,"Las Chilcas Drt, Mar Chiquita Drt",Compositae,FORB,PERENNIAL,FORB,
AMPHICARPAEA BRACTEATA,Accepted,AMPHICARPAEA BRACTEATA,,,,23.5625,0.1525,,,31.045,,,,,,,,,,,,,,Cedar Creek Savanna,Fabaceae,FORB,ANNUAL,LEGUME,
AMSINCKIA TESSELLATA,Accepted,AMSINCKIA TESSELLATA,,,,,,,,4.459166667,,,,,,,,,,,,,,"Cap Mcdowell, Cap Whitetank, Gmdrc Granitecove, Gmdrc Molar Junction, NNSS_Mojave",Boraginaceae,FORB,ANNUAL,FORB,
ANAGALLIS ARVENSIS,Accepted,ANAGALLIS ARVENSIS,,104,430,25,0.187,,,0.46794,28.34396552,0.25,0.315,,,,,,,,,,,"Bivens Arm, Jena, Mar Chiquita Drt, SantaCruzHigh, SantaCruzMiddle",Primulaceae,FORB,ANNUAL,FORB,
ANDROPOGON GLOMERATUS,Accepted,ANDROPOGON GLOMERATUS,,,,15.3,1.92024,,,1.289630612,,,0.3048,,,,,,,,,,,"BFL, SLP",Poaceae,GRASS,NULL,GRASS,
ANDROPOGON VIRGINICUS,Accepted,ANDROPOGON VIRGINICUS,,,,13.3,0.763593333,,,0.411924396,11.86738259,,0.3556,,,0.516386487,,,,,,,,"Bivens Arm, Oklahoma (KAEFS-OK), Sandhills",Poaceae,GRAMINOID,PERENNIAL,GRASS,
ANDROSACE SEPTENTRIONALIS,Accepted,ANDROSACE SEPTENTRIONALIS,,51.155,408.25,19.4925,0.011,464.6035004,12.29704857,0.128,30.84123333,,0.1,,,0.1378,79.99696667,,,,0.128,"Root C and N, depth SRL, from Groot",,"Biddulph, Kernen_burned, Kernen_unburned, Matador, Mattheis",Primulaceae,FORB,ANNUAL,FORB,
ANEMONASTRUM CANADENSE,NA,,synonym: Anemone canadensis,,,,,,,,,,,,,,,,,,,,,Brookdale,Ranunculaceae,FORB,PERENNIAL,FORB,
ANEMONE CAROLINIANA,Accepted,ANEMONE CAROLINIANA,,,,,,,,,,,,,,,,,,,,,,Oklahoma (KAEFS-OK),Ranunculaceae,FORB,PERENNIAL,FORB,
APERA SPICA-VENTI,Accepted,APERA SPICA-VENTI,,757.5,,,0.775,,,0.110857143,19.13333333,,0.66,,,0.252,193.8,,,,,,,Bad Drought,Poaceae,GRASS,ANNUAL,GRASS,
APHELIA PUMILIO,Accepted,APHELIA PUMILIO,,15.708,,,0.03,,,0.134,,,,,,,,,,,,,,Jilpanger,Centrolepidaceae,FORB,ANNUAL,FORB,
APHYLLANTHES MONSPELIENSIS,Accepted,APHYLLANTHES MONSPELIENSIS,,220.3,,21.4,0.22,,,1.79,5,,0.8,,,0.27,,,,,,,,Ayora Experimental Station,Asparagaceae,FORB,PERENNIAL,FORB,
ARGYROLOBIUM ZANONII,Accepted,ARGYROLOBIUM ZANONII,,142,453.25,22.77,0.1,,,6.5,13,,0.72,,,0.26,,,,,,,,Ayora Experimental Station,Fabaceae,SUBSHRUB,PERENNIAL,LEGUME,
ARISTIDA CONTORTA,Accepted,ARISTIDA CONTORTA,,30,,10.79897,0.3,,,2.238333333,9.37,,,,,0.3616,,,,,,,,"Cobar, CredoM",Poaceae,GRASS,NULL,GRASS,
ARISTIDA JUNCIFORMIS,Accepted,ARISTIDA JUNCIFORMIS,,,,9.7441916,,,,,8.6,,,,,,,,,,,,,Ukulinga Drought,Poaceae,GRASS,PERENNIAL,GRASS,
ARISTIDA LONGESPICA,Accepted,ARISTIDA LONGESPICA,,,,,,,,,,,,,,,,,,,,,,SLP,Poaceae,GRASS,PERENNIAL,GRASS,
ARISTIDA MENDOCINA,Accepted,ARISTIDA MENDOCINA,,,,,,,,,,,,,,,,,,,,,,"Los Cerrillos, Monte Oriental",Poaceae,GRASS,PERENNIAL,GRASS,
ARISTIDA SETIFOLIA,Accepted,ARISTIDA SETIFOLIA,,,,,,,,1.1,,,,,,,,,,,,,,Guaribas,Poaceae,GRAMINOID,NULL,GRASS,
ARISTIDA STRICTA,Accepted,ARISTIDA STRICTA,,,,11.1128167,1.18872,,,0.712898551,6.79,,0.1524,,,,,,,,,,,"Bivens Arm, Sandhills",Poaceae,GRAMINOID,PERENNIAL,GRASS,
ARJONA TUBEROSA,Accepted,ARJONA TUBEROSA,,,,,,,,,,,0.25,,,,,,,,,,,Potrok Aike Drt,Schoepfiaceae,FORB,PERENNIAL,FORB,
ARTEMISIA ABSINTHIUM,Accepted,ARTEMISIA ABSINTHIUM,,2475.5,,,0.802333333,,,0.107732857,24.66323678,0.16167,,,,0.2205,,,,,,,,Kernen_burned,Compositae,FORB,PERENNIAL,FORB,
ARTEMISIA ARBUSCULA,Accepted,ARTEMISIA ARBUSCULA,,,,,0.6096,,,0.607972506,,,0.254,,,,,,,,,,,"ORE IDE AA, ORE IDE AC",Compositae,SHRUB,PERENNIAL,WOODY,
ARTEMISIA FILIFOLIA,Accepted,ARTEMISIA FILIFOLIA,,,,,,,,0.25,,,3.3528,,,,,,,,,depth from groot,,Cedar Point - Drought-Net,Compositae,WOODY,PERENNIAL,WOODY,
ARTEMISIA INDICA,Accepted,ARTEMISIA INDICA,,3107.6,447.33864,23.07881,1.882,,,,16.29,,,,,0.3368,,,,,,,,Teshio Experimental Grassland,Compositae,FORB,PERENNIAL,FORB,
ARTEMISIA NOVA,Accepted,ARTEMISIA NOVA,,,,,0.6096,,,1.037692113,,,0.254,,,,,,,,,,,Hardware Ranch,Compositae,SHRUB,PERENNIAL,WOODY,
ARTEMISIA TRIDENTATA,Accepted,ARTEMISIA TRIDENTATA,,43.97777778,,15.26666667,2.0334,,,0.330202386,7.24415531,,0.508,,,,76.06224385,,0.485315,,,"Diam, SRL from Groot",,"CMSS, Hardware Ranch, North Platte, OCTC_GreatBasin",Compositae,SHRUB,PERENNIAL,WOODY,
ASCLEPIAS PUMILA,Accepted,ASCLEPIAS PUMILA,,,,,,,,,,,,,,,,,,,,,,Cedar Point - Drought-Net,Apocynaceae,FORB,PERENNIAL,FORB,
ASPERULA ARISTATA,Accepted,ASPERULA ARISTATA,,6.18,,,0.23,,,0.74,6.483,,0.51,,,,,,,,,,,Ayora Experimental Station,Rubiaceae,FORB,PERENNIAL,FORB,
ASPERULA GUNNII,Accepted,ASPERULA GUNNII,,4.141,,,0.432,,,2.13832,21.796842,,,,,0.59375,,,,,,,,Falls Creek,Rubiaceae,FORB,PERENNIAL,FORB,
ASTER SQUAMATUS,Accepted,ASTER SQUAMATUS,,,,,0.3,,,0.114166667,24.49096986,0.304,,,,,,,,,,,,Las Chilcas Drt,Compositae,FORB,PERENNIAL,FORB,
ASTEROLASIA TRYMALIOIDES,Accepted,ASTEROLASIA TRYMALIOIDES,,,,,0.54,,,,4.969295,,,,,,,,,,,,,Falls Creek,Rutaceae,SHRUB,PERENNIAL,WOODY,
ASTRAGALUS FLEXUOSUS,Accepted,ASTRAGALUS FLEXUOSUS,,,,,,,,1.575,,,,,,,,,,,,,,"Kernen_burned, Kernen_unburned, Matador",Fabaceae,FORB,PERENNIAL,LEGUME,
ASTRAGALUS LAXMANNII,Accepted,ASTRAGALUS LAXMANNII,,537.808,,33.9,0.14648,,,1.506666667,13.514,0.2375,,,,0.256558,,,,,,,,Cedar Point - Drought-Net,Fabaceae,LEGUME,PERENNIAL,LEGUME,
ASTRAGALUS MISER,Accepted,ASTRAGALUS MISER,,,,,,,,,,,,,,,,,,,,,,CMSS,Fabaceae,FORB,PERENNIAL,LEGUME,
ASTRAGALUS MISSOURIENSIS,Accepted,ASTRAGALUS MISSOURIENSIS,,,,,,,,3.46,13.70899179,,,,,0.261905197,57.04635,0.005704636,0.26,,,,,"Sevilleta_Black, Sevilleta_Blue",Fabaceae,LEGUME,PERENNIAL,LEGUME,
ASTRAGALUS NUTTALLIANUS,Accepted,ASTRAGALUS NUTTALLIANUS,,,,,,,,1.3,20.29476228,,0.13,,,0.2152754,9.530497,0.00095305,0.2,,,,,"Cap Mcdowell, Cap Whitetank",Fabaceae,LEGUME,ANNUAL,LEGUME,
ASTRANTIA MAJOR,Accepted,ASTRANTIA MAJOR,,10612.64833,444.67,28.539,0.4215,,,3.11,22.75909384,,,,,0.173901667,,,,,,,,Pineta,Apiaceae,FORB,NULL,FORB,
ASTREBLA LAPPACEA,Accepted,ASTREBLA LAPPACEA,,155.1498,,16.2306281,0.65,,,2.88,11.43619445,,,,,,,,0.25146667,,,,,Milparinka,Poaceae,GRASS,PERENNIAL,GRASS,
ASTREBLA PECTINATA,Accepted,ASTREBLA PECTINATA,,541.057467,,,0.63,,,2.847666667,11.341433,1.385333333,,,,0.406743489,,,,,,,,Milparinka,Poaceae,GRASS,PERENNIAL,GRASS,
ASTROLOMA HUMIFUSUM,Accepted,ASTROLOMA HUMIFUSUM,,7.322,482.952828,12.4718844,0.1,,,61.56,7.958695652,0.31,,,,0.6758,,,,,,,,Jilpanger,Ericaceae,SHRUB,PERENNIAL,WOODY,
AVENELLA FLEXUOSA,Synonym,Deschampsia flexuosa,"synonym already list, at same general site Lydra Intermediate and Lydra Old",,,,0.3309,,,,61.28,0.206,0.75,,,0.4205,,,,,,,,Lygra_old,Poaceae,GRASS,NULL,GRASS,
AXONOPUS AUREUS,Accepted,AXONOPUS AUREUS,,,,,,,,,,,,,,,,,,,,,,Guaribas,Poaceae,GRAMINOID,NULL,GRASS,
AXONOPUS FISSIFOLIUS,Accepted,AXONOPUS FISSIFOLIUS,,337.875,,11.3,0.07836831,,,0.3705,16.32,0.167985612,,,,0.255,,,,,,,,"EEA, Yarramundi Drt",Poaceae,GRASS,NULL,GRASS,
